Tor Aamodt,University of British Columbia
Nael Abu-Ghazaleh,"University of California, Riverside"
Sarita Adve,University of Illinois Urbana-Champaign
Jung Ho Ahn,Seoul National University
Ismail Akturk,Ozyegin University
Alaa Alameldeen,Simon Fraser University
Bahar Asgari,"University of Maryland, College Park"
Todd Austin,University of Michigan
Brad Beckmann,AMD
Pradip Bose,IBM Corporation
Trevor E. Carlson,National University of Singapore (NUS)
Mainak Chaudhuri,Indian Institute of Technology Kanpur
Derek Chiou,UT Austin/Microsoft
Reetuparna Das,University of Michigan
Srini Devadas,Massachusetts Institute of Technology
Sandhya Dwarkadas,University of Virginia
Lieven Eeckhout,Ghent University
Christopher Fletcher,UIUC
Jayneel Gandhi,Meta
Mingyu Gao,Tsinghua University
Antonio Gonzalez,Polytechnic University of Catalonia
R Govindarajan,"Indian Institute of Science, Bangalore, India"
Paul Gratz,Texas A&M University
Ramyad Hadidi,SK hynix
Mark Hempstead,Tufts University
James Hoe,Carnegie Mellon University
Yipeng Huang,Rutgers University
Jaehyuk Huh,KAIST
Koji Inoue,Kyushu University
Engin Ipek,Qualcomm
Ravishankar Iyer,Intel Labs
Akanksha Jain,Google
Aamer Jaleel,NVIDIA
Vijay Janapa Reddi,Harvard University
Ali Javadi-Abhari,IBM
Mark Jeffrey,University of Toronto
Hyeran Jeon,"University of California, Merced"
Daniel Jiménez,Texas A&M University
Adwait Jog,William & Mary
LIZY JOHN,The University of Texas at Austin
Changhee Jung,Purdue University
Myoungsoo Jung,Korea Advanced Institute of Science and Technology (KAIST)
Ulya Karpuzcu,University of Minnesota
Baris Kasikci,University of Michigan and Google
Stefanos Kaxiras,Uppsala University
YANG SEOK KI,Samsung Electronics
John Kim,KAIST
Jangwoo Kim,Seoul National University / MangoBoost
Nam Sung Kim,UIUC
Michel Kinsy,Arizona State University
Hyoukjun Kwon,UCI
Jae W. Lee,Seoul National University / Google
Byeong Kil Lee,University of Colorado Colorado Springs (UCCS)
Jaekyu Lee,Arm
Ruby Lee,Princeton University
Jingwen Leng,Shanghai Jiao Tong University
Lei Liu,Beihang University
Shih-Lien Lu,Warner Pacific University
Dan Lustig,NVIDIA
Divya Mahajan,Microsoft
srilatha Manne,AMD
Avi Mendelson,Prof.
Pierre Michaud,Inria
Shubu Mukherjee,"Vice President, SiFive Inc"
Onur Mutlu,ETH Zurich
Prashant Nair,University of British Columbia
Tony Nowatzki,UCLA
Biswabandan Panda,IIT Bombay
Angshuman Parashar,NVIDIA
Jongse Park,KAIST
Indrani Paul,AMD
Michael Pellauer,NVIDIA
Gilles Pokam,Intel
Dmitry Ponomarev,Binghamton University
Milos Prvulovic,Georgia Institute of Technology
Moinuddin Qureshi,Georgia Tech
Parthasarathy Ranganathan,Google
Brandon Reagen,NYU
Tim Rogers,Purdue University
Alberto Ros,University of Murcia
Joshua San Miguel,University of Wisconsin-Madison
Daniel Sanchez,MIT
Karu Sankaralingam,"UW-Madison, NVIDIA"
Sophia Shao,UC Berkeley
Arrvindh Shriraman,Simon Fraser University
Jaewoong Sim,Seoul National University
Matthew Sinclair,"UW-Madison, AMD Research"
Anand Sivasubramaniam,Pennsylvania State University
Dimitrios Skarlatos,Carnegie Mellon University
Shuaiwen Leon Song,University of Sydney
Ravi Soundararajan,"VMware, Inc."
Akshitha Sriraman,Carnegie Mellon University / Google
Sreenivas Subramoney,Intel Labs
Swamit Tannu,University of Wisconsin-Madison
Mohit Tiwari,"University of Texas, Austin & Symmetry Systems, Inc"
Devesh Tiwari,Northeastern University
Christopher Torng,Stanford / USC
Josep Torrellas,University of Illinois Urbana-Champaign
Hung-Wei Tseng,"University of California, Riverside"
James Tuck,NC State University
Ashish Venkat,University of Virginia
T. N. Vijaykumar,Purdue University
Nandita Vijaykumar,University of Toronto
Rujia Wang,Illinois Institute of Technology
David Wentzlaff,Princeton University
Paul Whatmough,Arm Inc
Christopher Wilkerson,Intel
Lisa Wu Wills,Duke University
Mengjia Yan,MIT
Jun Yang,University of Pittsburgh
Amir Yazdanbakhsh,"Google Research, Brain Team"
Hongil Yoon,Google
Mohamed Zahran,New York University (NYU)
