Sarita Adve,UIUC
Alaa Alameldeen,Simon Fraser
Todd Austin,Michigan
Rajeev Balasubramonian,Utah
Jonathan Balkind,UCSBPrinceton
Arka Basu,IISc
Scott Beamer,UCSC
Jonathan Beard,Arm
Nathan Beckmann,CMU
Pradip Bose,IBM Research
Alper Buyuktosunoglu,IBM Research
Ramon Canal,UPC
John Carter,IBM Research
Mainak Chaudhuri,IIT Kanpur
Jian Chen,Alibaba
Derek Chiou,MicrosoftUT Austin
Sangyeun Cho,Samsung
Esha Choukse,Microsoft
Jason Clemons,NVIDIA
Guilherme Cox,NVIDIA
Chita Das,Penn State
Reetuparna Das,Michigan
Lide Duan,Alibaba
Sandhya Dwarkadas,Rochester
Lieven Eeckhout,Ghent
Stijn Eyerman,Intel
Mike Ferdman,Stony Brook
Manoj Franklin,Maryland
Jayneel Gandhi,VMware
Saugata Ghose,UIUC
Dimitris Gizopoulos,Univ. of Athens
Antonio Gonzalez,UPC
R. Govindarajan,IISc
Boris Grot,Edinburgh
Nagendra Gulur,UNT
Sudhanva Gurumurthi,AMDVirginia
Andrew Hilton,Duke
James Hoe,CMU
Koji Inoue,Kyushu
Engin Ipek,Qualcomm
Ravi Iyer,Intel
Bruce Jacob,Maryland
Akanksha Jain,UT Austin
Djordje Jevdjic,NUS
Jose Joao,Arm
Adwait Jog,William & Mary
Timothy Jones,Cambridge
Russ Joseph,Northwestern
Stefanos Kaxiras,Uppsala
Steve Keckler,NVIDIA
Samira Khan,Virginia
Eun Jung Kim,TAMU
John Kim,KAIST
Michel Kinsy,TAMU
Tushar Krishna,Georgia Tech
Benjamin Lee,U Penn
Byeong Kil Lee,Colorado State
Chao Li,Shanghai Jiao Tong
Heiner Litz,UCSC
Martin Maas,Google
Divya Mahajan,Microsoft
Pierre Michaud,INRIA
Onur Mutlu,ETH Zürich
Prashant Nair,UBC
Vijaykrishnan Narayanan,Penn State
Jongse Park,KAIST
Andrew Putnam,Microsoft
Xuehai Qian,USC
Moinuddin Qureshi,Georgia Tech
Vijay Janapa Reddi,Harvard
Steve Reinhardt,Microsoft
Adrian Sampson,Cornell
Yanos Sazeides,Cyprus
Simha Sethumadhavan,Columbia
Yakun Sophia Shao,UC Berkeley
Kelly Shaw,Williams
Anand Sivasubramaniam,Penn State
Dimitrios Skarlatos,CMU
Kate Smith,Chicago
Yan Solihin,UCF
Shuaiwen Song,Univ. of Sydney
Viji Srinivasan,IBM Research
Per Stenstrom,Chalmers
Jeff Stuecheli,IBM
Lavanya Subramanian,Facebook
Dam Sunwoo,Arm
Swamit Tannu,WisconsinGeorgia Tech
Radu Teoderescu,Ohio State
Devesh Tiwari,Northeastern
Josep Torrellas,UIUC
Caroline Trippel,Stanford
Ashish Venkat,Virginia
Nandita Vijaykumar,Toronto
T. N. Vijaykumar,Purdue
Carole-Jean Wu,ASUFacebook
Lisa Wu,Duke
Yuan Xie,UCSB
Jun Yang,Pittsburgh
Cliff Young,Google
Zhibin Yu,SIAT
Huiyang Zhou,NC State
